from_x,from_y,to_x,to_y,param1,param2,param3
68,-46,-16,93,16,0,4
64,-46,-8,94,16,0,4
59,-46,0,94,16,0,4
53,-46,8,93,16,0,4
46,-46,16,91,16,0,4
38,-45,24,88,16,0,4
30,-43,32,84,16,0,4
22,-40,40,79,16,0,4
14,-36,48,73,16,0,4
6,-31,56,66,16,0,4
-2,-25,64,58,16,0,4
-10,-18,71,50,16,0,4
-18,-10,77,42,16,0,4
-25,-2,82,34,16,0,4
-31,6,86,26,16,0,4
-36,14,89,18,16,0,4
-40,22,91,10,16,0,4
-43,30,92,2,16,0,4
-45,38,92,-6,16,0,4
-46,46,91,-14,16,0,4
-46,53,89,-22,16,0,4
-46,59,86,-30,16,0,4
-46,64,82,-38,16,0,4
-46,68,77,-46,16,0,4
-46,71,71,-54,16,0,4
-46,73,64,-62,16,0,4
-46,74,56,-70,16,0,4
-46,74,48,-77,16,0,4
-46,73,40,-83,16,0,4
-46,71,32,-88,16,0,4
-46,68,24,-92,16,0,4
-46,64,16,-95,16,0,4
-46,59,8,-97,16,0,4
-46,53,0,-98,16,0,4
-46,46,-8,-98,16,0,4
-45,38,-16,-97,16,0,4
-43,30,-24,-95,16,0,4
-40,22,-32,-92,16,0,4
-36,14,-40,-88,16,0,4
-31,6,-48,-83,16,0,4
-25,-2,-56,-77,16,0,4
-18,-10,-64,-70,16,0,4
47,-10,-47,10,16,0,4
45,-10,-45,12,16,0,4
42,-10,-42,15,16,0,4
38,-10,-38,19,16,0,4
33,-10,-33,24,16,0,4
28,-11,-27,30,8,0,4
23,-12,-19,36,8,0,4
18,-14,-14,38,8,0,4
13,-17,-6,40,8,0,4
8,-19,3,41,16,0,4
3,-20,13,41,16,0,4
-2,-20,20,40,16,0,4
-7,-19,30,38,16,0,4
-12,-17,37,35,16,0,4
-17,-14,46,30,16,0,4
-21,-11,51,26,16,0,4
-24,-8,58,20,16,0,4
-26,-5,63,13,16,0,4
-27,-2,67,5,16,0,4
-27,1,70,-4,16,0,4
-26,5,72,-10,8,0,4
-24,9,73,-19,16,0,4
-21,13,73,-29,16,0,4
-17,17,72,-36,16,0,4
-12,20,70,-46,16,0,4
-7,22,67,-53,58,96,4
8,22,53,-73,6,0,4
13,20,47,-79,16,0,4
18,17,40,-85,16,0,4
22,14,32,-89,16,0,4
25,11,23,-92,16,0,4
28,8,17,-94,8,0,4
31,5,8,-95,8,0,4
33,2,-2,-95,16,0,4
34,-1,-9,-94,16,0,4
34,-4,-19,-92,16,0,4
33,-7,-26,-89,16,0,4
31,-10,-36,-85,16,0,4
28,-13,-43,-80,16,0,4
24,-16,-49,-74,16,0,4
19,-19,-58,-67,16,0,4
13,-21,-64,-61,16,0,4
7,-22,-68,-56,16,0,4
1,-22,-74,-48,16,0,4
-5,-21,-76,-43,16,0,4
-11,-19,-80,-35,16,0,4
-17,-16,-82,-26,16,0,4
-22,-13,-83,-16,16,0,4
-27,-9,-83,-9,58,119,4
-37,7,-73,25,14,0,4
-37,11,-68,35,16,0,4
-36,15,-62,42,58,136,4
-27,27,-42,62,6,0,4
-22,30,-37,65,16,0,4
-17,32,-29,70,16,0,4
-12,33,-20,73,16,0,4
-7,33,-14,75,16,0,4
-2,32,-5,76,16,0,4
3,30,5,76,16,0,4
8,27,12,75,16,0,4
13,23,22,73,16,0,4
18,18,29,70,16,0,4
22,13,39,66,8,0,4
25,8,46,61,16,0,4
27,3,52,55,16,0,4
28,-2,61,46,16,0,4
28,-7,66,40,16,0,4
27,-12,69,35,16,0,4
25,-17,74,27,16,0,4
22,-22,77,18,16,0,4
18,-26,79,12,16,0,4
14,-29,80,3,16,0,4
10,-31,80,-7,16,0,4
6,-32,79,-14,16,0,4
2,-32,77,-24,16,0,4
-2,-31,74,-31,58,99,4
-14,-22,59,-54,6,0,4
-18,-17,50,-63,16,0,4
-21,-12,44,-68,16,0,4
-24,-8,39,-71,58,112,4
-26,8,7,-82,14,0,4
-24,12,-3,-82,16,0,4
-21,16,-10,-81,16,0,4
-17,20,-20,-79,16,0,4
-13,23,-27,-76,16,0,4
-9,25,-37,-72,16,0,4
-5,26,-44,-67,16,0,4
-1,26,-50,-61,16,0,4
3,25,-59,-52,16,0,4
6,24,-64,-46,58,105,4
18,13,-78,-18,6,0,4
20,9,-79,-9,16,0,4
22,5,-79,1,8,0,4
23,1,-78,8,16,0,4
23,-3,-76,18,16,0,4
22,-7,-73,25,16,0,4
20,-11,-69,35,16,0,4
17,-15,-64,42,16,0,4
13,-19,-58,48,16,0,4
9,-22,-49,57,16,0,4
5,-24,-43,62,16,0,4
1,-25,-38,65,16,0,4
-3,-25,-30,70,16,0,4
-7,-24,-21,73,16,0,4
-11,-22,-15,75,16,0,4
-15,-19,-6,76,16,0,4
-19,-15,4,76,16,0,4
-22,-11,11,75,16,0,4
-24,-7,21,73,16,0,4
-25,-3,28,70,16,0,4
-26,2,38,66,58,111,4
-20,22,65,40,14,0,4
-17,26,68,35,16,0,4
-14,29,73,27,16,0,4
-11,31,76,18,16,0,4
-8,32,78,12,16,0,4
-5,32,79,3,16,0,4
-2,31,79,-7,16,0,4
1,29,78,-14,16,0,4
4,26,76,-24,16,0,4
7,23,73,-31,8,0,4
10,19,69,-41,58,110,4
47,-46,-47,45,8,0,4
-47,45,47,-45,50,45,4
-45,45,45,-47,50,53,4
-42,44,43,-49,7,0,4
34,-53,-36,39,16,0,4
30,-53,-33,35,16,0,4
26,-52,-30,30,16,0,4
22,-50,-26,24,16,0,4
17,-47,-21,18,8,0,4
11,-43,-19,8,8,0,4
5,-38,-16,-4,16,0,4
-2,-32,-13,-16,8,0,4
-9,-25,-9,-28,16,46,4
-9,-28,-9,-25,50,148,4
-38,19,11,-68,16,0,4
-41,28,15,-73,16,0,4
-43,37,19,-77,16,0,4
-44,46,23,-80,16,0,4
-45,54,27,-82,16,0,4
-46,61,31,-83,16,0,4
-47,67,35,-83,16,0,4
-48,72,39,-82,16,0,4
-49,76,43,-80,16,0,4
-50,79,47,-77,16,0,4
-51,81,51,-73,16,0,4
-52,82,55,-68,16,0,4
-53,82,59,-62,16,0,4
59,-62,-53,82,17,0,4
-54,81,63,-55,8,0,4
63,-55,-54,81,43,0,4
-55,79,66,-48,16,0,4
66,-48,-55,79,48,5,4
-56,76,68,-41,11,0,4
68,-41,-56,76,3,0,4
-57,72,69,-34,16,0,4
-58,67,69,-27,16,0,4
-59,61,68,-20,8,0,4
-60,54,66,-13,8,0,4
-60,47,63,-6,8,0,4
-59,40,59,1,16,0,4
-57,33,54,8,16,0,4
-54,26,48,15,16,0,4
48,15,-54,26,33,0,4
-50,19,41,22,16,0,4
41,22,-50,19,40,23,4
-39,5,24,36,9,0,4
-32,-2,15,42,8,0,4
15,42,-32,-2,8,0,4
-24,-9,6,47,16,0,4
-47,34,47,-34,10,0,4
46,-35,-47,34,8,0,4
-45,34,43,-36,38,0,4
43,-36,-45,34,16,0,4
-42,34,39,-37,43,18,4
38,-37,-42,34,8,0,4
-38,34,32,-38,48,65,4
33,-37,-38,34,58,104,4
-8,-22,6,19,8,0,4
-17,-16,17,13,8,0,4
-25,-9,26,7,8,0,4
-32,-2,34,1,16,0,4
-38,6,41,-5,8,0,4
-43,14,47,-11,16,0,4
-47,22,52,-17,16,0,4
-50,30,56,-23,16,0,4
-52,38,59,-29,16,0,4
-53,46,61,-35,16,0,4
-53,54,62,-41,16,0,4
62,-47,-53,61,48,13,4
-53,61,62,-47,16,0,4
61,-53,-53,67,12,0,4
-53,67,61,-53,3,0,4
-53,72,59,-59,16,0,4
-53,76,56,-64,16,0,4
-53,79,51,-68,16,0,4
-53,81,45,-71,16,0,4
-53,82,40,-73,16,0,4
-53,82,35,-74,16,0,4
-53,81,30,-74,16,0,4
-53,79,25,-73,16,0,4
-53,76,20,-71,16,0,4
-53,72,15,-68,16,0,4
-53,67,10,-64,16,0,4
-53,61,5,-59,16,0,4
-53,54,0,-53,16,0,4
-53,46,-5,-46,16,0,4
-52,38,-10,-38,16,0,4
-50,30,-15,-29,16,0,4
-47,22,-20,-19,16,0,4
-24,-9,-43,14,50,76,4
-43,14,-24,-9,16,10,4
-30,21,-25,-10,21,13,4
-9,-25,-30,40,3,0,4
-1,-31,-30,48,16,0,4
7,-36,-30,55,16,0,4
15,-40,-30,61,16,0,4
23,-43,-30,66,16,0,4
31,-45,-30,70,16,0,4
39,-46,-30,73,16,0,4
47,-46,-30,75,16,0,4
54,-46,-30,76,16,0,4
-30,76,60,-46,16,0,4
60,-46,-30,76,16,0,4
-30,75,65,-46,28,0,4
65,-46,-30,75,16,0,4
-30,73,69,-46,27,0,4
69,-46,-30,73,16,0,4
-30,70,72,-46,28,0,4
72,-46,-30,70,16,0,4
-30,66,74,-46,28,0,4
74,-46,-30,66,16,0,4
-30,61,75,-46,30,0,4
76,-45,-30,61,58,69,4
83,-39,-29,11,14,0,4
83,-38,-27,1,8,0,4
83,-37,-24,-9,8,0,4
83,-36,-20,-19,8,0,4
-15,-29,82,-35,38,4,4
83,-35,-15,-29,8,0,4
-10,-38,82,-34,16,0,4
83,-34,-10,-38,7,0,4
83,-33,-5,-46,8,0,4
83,-32,0,-53,8,0,4
83,-31,5,-59,8,0,4
83,-30,10,-64,8,0,4
83,-29,15,-68,8,0,4
83,-28,20,-71,8,0,4
82,-26,25,-73,8,0,4
30,-74,80,-24,50,101,4
79,-25,30,-74,58,126,4
-28,46,27,-47,8,0,4
-28,42,25,-47,8,0,4
-28,36,22,-47,8,0,4
-28,29,18,-47,16,0,4
-28,21,13,-47,16,0,4
7,-47,-27,13,64,0,4
-27,13,7,-47,16,0,4
-25,5,2,-45,16,0,4
-22,-3,-3,-42,16,0,4
-18,-11,-8,-38,16,0,4
-13,-19,-15,-35,16,21,4
-7,-26,-23,-32,8,0,4
0,-32,-30,-27,8,0,4
8,-37,-36,-22,8,0,4
16,-41,-41,-17,16,0,4
-45,-12,24,-44,64,0,4
24,-44,-45,-12,16,0,4
32,-46,-48,-7,16,0,4
40,-47,-50,-2,16,0,4
48,-47,-51,3,16,0,4
55,-47,-51,8,16,0,4
61,-47,-50,13,16,0,4
66,-47,-48,18,16,0,4
-45,23,70,-47,64,0,4
70,-47,-45,23,16,0,4
73,-47,-41,28,16,0,4
75,-47,-36,33,16,0,4
76,-47,-30,38,16,0,4
76,-47,-24,42,16,0,4
75,-47,-18,45,58,79,4
66,-47,0,48,6,0,4
61,-47,6,47,16,0,4
55,-47,12,45,16,0,4
48,-47,18,42,16,0,4
40,-47,24,38,16,0,4
30,33,32,-46,64,105,4
32,-46,30,33,16,0,4
-8,-26,50,3,16,0,4
-16,-19,51,-3,16,0,4
51,-9,-24,-11,64,108,4
-24,-11,51,-9,16,0,4
-49,29,36,-39,16,0,4
-51,37,31,-44,53,75,4
-52,60,16,-53,11,0,4
-52,66,11,-54,16,0,4
-52,71,6,-54,16,0,4
-52,75,1,-53,16,0,4
-52,78,-4,-51,16,0,4
-9,-48,-52,80,64,0,4
-52,80,-9,-48,16,0,4
-52,81,-14,-44,16,0,4
-52,81,-19,-39,16,0,4
-52,80,-24,-33,16,0,4
-52,78,-29,-26,16,0,4
-52,75,-33,-19,16,0,4
-52,71,-36,-12,16,0,4
-38,-5,-52,66,64,47,4
-52,66,-38,-5,16,0,4
-52,45,-38,16,1,0,4
-51,37,-36,23,53,124,4
-46,21,-29,37,53,125,4
46,-44,-47,44,8,0,4
42,-45,-47,46,8,0,4
37,-45,-47,49,8,0,4
32,-44,-48,52,16,0,4
26,-42,-46,55,8,0,4
20,-39,-43,58,16,0,4
13,-35,-39,61,8,0,4
5,-30,-34,64,8,0,4
-3,-24,-28,67,16,0,4
-11,-17,-21,70,16,0,4
-21,70,-11,-17,64,62,4
-37,15,3,68,2,0,4
-41,23,9,65,16,0,4
-44,31,15,61,16,0,4
-46,39,21,56,16,0,4
21,56,-46,39,64,29,4
-47,54,33,43,3,0,4
-47,60,39,35,16,0,4
-47,65,44,27,16,0,4
-47,69,48,19,16,0,4
-47,72,51,11,16,0,4
-47,74,53,3,16,0,4
53,3,-47,74,64,0,4
-47,75,54,-5,16,0,4
-47,75,54,-13,16,0,4
-47,74,53,-21,16,0,4
-47,72,53,-31,16,0,4
-47,69,53,-42,16,0,4
-47,65,53,-54,16,0,4
-47,60,52,-64,16,0,4
-47,54,51,-73,16,0,4
-47,47,50,-81,16,0,4
50,-81,-47,47,64,0,4
-46,39,49,-88,16,0,4
-44,31,48,-94,16,0,4
-41,23,47,-99,16,0,4
-37,15,46,-103,16,0,4
-32,7,45,-106,16,0,4
-26,-1,44,-108,16,0,4
-19,-9,43,-109,16,0,4
43,-109,-19,-9,64,0,4
-11,-17,42,-109,16,0,4
-3,-24,41,-108,16,0,4
5,-30,40,-106,16,0,4
13,-35,39,-103,16,0,4
21,-39,38,-99,16,0,4
29,-42,37,-94,16,0,4
37,-44,36,-88,16,3,4
36,-88,37,-44,64,141,4
67,-45,31,-43,16,8,4
70,-45,30,-31,16,0,4
72,-45,29,-18,16,0,4
73,-45,27,-5,16,0,4
27,-5,73,-45,64,97,4
63,-45,8,54,12,0,4
58,-45,4,63,12,0,4
52,-45,0,71,12,0,4
0,71,52,-45,64,0,4
45,-45,-4,78,12,0,4
37,-44,-8,84,12,0,4
29,-42,-12,89,12,0,4
21,-39,-16,93,12,0,4
13,-35,-20,96,12,0,4
5,-30,-24,98,12,0,4
-3,-24,-28,99,12,0,4
-28,99,-3,-24,64,0,4
-11,-17,-32,99,12,0,4
-19,-9,-36,98,12,0,4
-26,-1,-40,96,12,0,4
-32,7,-44,93,12,0,4
-37,15,-48,89,12,0,4
-41,23,-52,84,12,0,4
-44,31,-56,78,12,0,4
-46,39,-58,73,12,0,4
-47,47,-59,68,12,0,4
-59,68,-47,47,64,8,4
-47,54,-61,61,12,0,4
-47,60,-62,53,12,0,4
-47,65,-62,45,12,0,4
-47,69,-61,37,12,0,4
-47,72,-59,29,12,0,4
-47,74,-56,21,12,0,4
-47,75,-52,13,12,0,4
-52,13,-47,75,64,101,4
20,-46,-20,47,8,0,4
20,-43,-18,45,16,0,4
20,-39,-15,42,16,0,4
20,-34,-11,38,16,0,4
20,-28,-6,33,16,0,4
20,-21,0,27,16,0,4
20,-13,7,20,16,0,4
19,-5,15,12,16,10,4
-18,47,18,-47,16,0,4
-18,45,16,-45,16,0,4
-18,42,13,-42,16,0,4
-18,38,9,-38,16,0,4
-18,33,4,-33,16,0,4
-18,27,-2,-27,16,0,4
-18,20,-9,-20,16,0,4
-18,12,-17,-12,16,21,4
-18,4,-25,-4,8,11,4
-18,-4,-33,4,8,0,4
-17,-12,-41,12,16,25,4
-15,-20,-49,20,16,0,4
-13,-27,-57,28,16,0,4
-11,-33,-65,36,16,0,4
-9,-38,-73,44,16,0,4
-7,-42,-79,52,16,0,4
-5,-45,-84,60,16,0,4
-3,-47,-88,68,16,0,4
-1,-48,-91,76,16,0,4
1,-48,-93,84,16,0,4
3,-47,-94,92,16,0,4
5,-45,-94,100,16,0,4
7,-42,-94,107,16,0,4
9,-38,-94,113,16,0,4
11,-33,-94,118,16,0,4
13,-27,-94,122,16,0,4
15,-20,-94,125,16,0,4
17,-12,-94,127,16,0,4
18,-4,-94,128,16,0,4
18,4,-94,128,16,0,4
17,12,-94,127,16,0,4
15,20,-94,125,16,0,4
13,27,-94,122,16,0,4
11,33,-94,118,16,0,4
9,38,-94,113,16,0,4
7,42,-94,107,16,0,4
5,45,-94,100,16,0,4
3,47,-94,92,16,0,4
1,48,-93,84,16,0,4
-1,48,-91,76,16,0,4
-3,47,-88,68,16,0,4
-5,45,-84,60,16,0,4
-7,42,-79,52,16,0,4
-9,38,-73,44,16,0,4
-11,33,-66,36,16,0,4
-13,27,-58,28,16,2,4
-15,20,-49,20,16,15,4
-17,12,-41,12,16,25,4
-18,4,-33,4,16,34,4
-18,-4,-25,-4,16,42,4
-17,-12,-17,-12,16,48,4
-9,-38,9,-38,16,31,4
-7,-42,13,-42,16,29,4
-5,-45,16,-45,16,28,4
-3,-47,18,-47,16,28,4
-1,-48,19,-48,16,29,4
1,-48,19,-48,16,31,4
3,-47,18,-47,16,34,4
5,-45,16,-45,16,38,4
7,-42,13,-42,16,43,4
9,-38,9,-38,16,48,4
17,-12,-17,-12,16,15,4
18,-4,-25,-4,16,6,4
18,4,-33,4,16,0,4
17,12,-41,12,16,0,4
15,20,-49,20,16,0,4
13,27,-57,28,16,0,4
11,33,-65,36,16,0,4
9,38,-73,44,16,0,4
7,42,-79,52,16,0,4
5,45,-84,60,16,0,4
3,47,-88,68,16,0,4
1,48,-91,76,16,0,4
-1,48,-93,84,16,0,4
-3,47,-94,92,16,0,4
-5,45,-94,100,16,0,4
-7,42,-94,107,16,0,4
-9,38,-94,113,16,0,4
-11,33,-94,118,16,0,4
-13,27,-94,122,16,0,4
-15,20,-94,125,16,0,4
-17,12,-94,127,16,0,4
-18,4,-94,128,16,0,4
-18,-4,-94,128,16,0,4
-17,-12,-94,127,16,0,4
-15,-20,-94,125,16,0,4
-13,-27,-94,122,16,0,4
-11,-33,-94,118,16,0,4
-9,-38,-94,113,16,0,4
-7,-42,-94,107,16,0,4
-5,-45,-94,100,16,0,4
-3,-47,-94,92,16,0,4
-1,-48,-93,84,16,0,4
1,-48,-91,76,16,0,4
3,-47,-88,68,16,0,4
5,-45,-84,60,16,0,4
7,-42,-79,52,16,0,4
9,-38,-73,44,16,0,4
11,-33,-66,36,16,0,4
13,-27,-58,28,16,0,4
15,-20,-49,20,16,0,4
17,-12,-41,12,16,0,4
18,-4,-33,4,16,0,4
18,4,-25,-4,16,0,4
17,12,-17,-12,16,0,4
15,20,-9,-20,16,0,4
13,27,-2,-27,16,0,4
11,33,4,-33,16,0,4
9,38,9,-38,16,0,4
7,42,13,-42,16,0,4
5,45,16,-45,16,0,4
3,47,18,-47,16,0,4
1,48,19,-48,16,0,4
-1,48,19,-48,16,0,4
-3,47,18,-47,16,0,4
-5,45,16,-45,16,0,4
-7,42,13,-42,16,0,4
-9,38,9,-38,16,0,4
-11,33,4,-33,16,0,4
-13,27,-2,-27,16,0,4
-15,20,-9,-20,16,0,4
-17,12,-17,-12,16,25,4
-18,4,-25,-4,16,29,4
-18,-4,-33,4,16,0,4
-17,-12,-41,12,16,25,4
-15,-20,-49,20,16,0,4
-13,-27,-57,28,16,0,4
-11,-33,-65,36,16,0,4
-9,-38,-73,44,16,0,4
-7,-42,-79,52,16,0,4
-5,-45,-84,60,16,0,4
-3,-47,-88,68,16,0,4
-1,-48,-91,76,16,0,4
1,-48,-93,84,16,0,4
3,-47,-94,92,16,0,4
5,-45,-94,100,16,0,4
7,-42,-94,107,16,0,4
9,-38,-94,113,16,0,4
11,-33,-94,118,16,0,4
13,-27,-94,122,16,0,4
15,-20,-94,125,16,0,4
17,-12,-94,127,16,0,4
18,-4,-94,128,16,0,4
18,4,-94,128,16,0,4
17,12,-94,127,16,0,4
15,20,-94,125,16,0,4
13,27,-94,122,16,0,4
11,33,-94,118,16,0,4
9,38,-94,113,16,0,4
7,42,-94,107,16,0,4
5,45,-94,100,16,0,4
3,47,-94,92,16,0,4
1,48,-93,84,16,0,4
-1,48,-91,76,16,0,4
-3,47,-88,68,16,0,4
-5,45,-84,60,16,0,4
-7,42,-79,52,16,0,4
-9,38,-73,44,16,0,4
-11,33,-66,36,16,0,4
-13,27,-58,28,16,2,4
-15,20,-49,20,16,15,4
-17,12,-41,12,16,25,4
-18,4,-33,4,16,34,4
-18,-4,-25,-4,16,42,4
-17,-12,-17,-12,16,48,4
-9,-38,9,-38,16,31,4
-7,-42,13,-42,16,29,4
-5,-45,16,-45,16,28,4
-3,-47,18,-47,16,28,4
-1,-48,19,-48,16,29,4
1,-48,19,-48,16,31,4
3,-47,18,-47,16,34,4
5,-45,16,-45,16,38,4
7,-42,13,-42,16,43,4
9,-38,9,-38,16,48,4
17,-12,-17,-12,16,15,4
18,-4,-25,-4,16,6,4
18,4,-33,4,16,0,4
17,12,-41,12,16,0,4
15,20,-49,20,16,0,4
13,27,-57,28,16,0,4
11,33,-65,36,16,0,4
9,38,-73,44,16,0,4
7,42,-79,52,16,0,4
5,45,-84,60,16,0,4
3,47,-88,68,16,0,4
1,48,-91,76,16,0,4
-1,48,-93,84,16,0,4
-3,47,-94,92,16,0,4
-5,45,-94,100,16,0,4
-7,42,-94,107,16,0,4
-9,38,-94,113,16,0,4
-11,33,-94,118,16,0,4
-13,27,-94,122,16,0,4
-15,20,-94,125,16,0,4
-17,12,-94,127,16,0,4
-18,4,-94,128,16,0,4
-18,-4,-94,128,16,0,4
-17,-12,-94,127,16,0,4
-15,-20,-94,125,16,0,4
-13,-27,-94,122,16,0,4
-11,-33,-94,118,16,0,4
-9,-38,-94,113,16,0,4
-7,-42,-94,107,16,0,4
-5,-45,-94,100,16,0,4
-3,-47,-94,92,16,0,4
-1,-48,-93,84,16,0,4
1,-48,-91,76,16,0,4
3,-47,-88,68,16,0,4
5,-45,-84,60,16,0,4
7,-42,-79,52,16,0,4
9,-38,-73,44,16,0,4
11,-33,-66,36,16,0,4
13,-27,-58,28,16,0,4
15,-20,-49,20,16,0,4
17,-12,-41,12,16,0,4
18,-4,-33,4,16,0,4
18,4,-25,-4,16,0,4
17,12,-17,-12,16,0,4
15,20,-9,-20,16,0,4
13,27,-2,-27,16,0,4
11,33,4,-33,16,0,4
9,38,9,-38,16,0,4
7,42,13,-42,16,0,4
5,45,16,-45,16,0,4
3,47,18,-47,16,0,4
1,48,19,-48,16,0,4
-1,48,19,-48,16,0,4
-3,47,18,-47,16,0,4
-5,45,16,-45,16,0,4
-7,42,13,-42,16,0,4
-9,38,9,-38,16,0,4
-11,33,4,-33,16,0,4
-13,27,-2,-27,16,0,4
-15,20,-9,-20,16,0,4
-17,12,-17,-12,16,25,4
-18,4,-25,-4,16,29,4
-18,-4,-33,4,16,0,4
-17,-12,-41,12,16,25,4
-15,-20,-49,20,16,0,4
-13,-27,-57,28,16,0,4
-11,-33,-65,36,16,0,4
-9,-38,-73,44,16,0,4
-7,-42,-79,52,16,0,4
34,46,-33,-47,8,0,4
36,43,-31,-47,8,0,4
38,39,-32,-47,16,0,4
40,34,-30,-47,16,0,4
41,28,-31,-47,8,0,4
41,22,-29,-47,58,101,4
35,-2,-27,-47,14,0,4
31,-8,-28,-47,16,0,4
26,-14,-26,-47,16,0,4
20,-20,-27,-47,16,0,4
13,-25,-25,-47,16,0,4
6,-29,-26,-47,16,0,4
-1,-32,-24,-47,16,0,4
-8,-34,-25,-47,16,10,4
-15,-35,-23,-47,16,5,4
-22,-35,-24,-47,16,21,4
-29,-34,-22,-47,16,0,4
-37,-33,-23,-47,58,161,4
-62,-19,-19,-47,14,0,4
-64,-16,-20,-47,16,0,4
-65,-13,-18,-47,16,0,4
-65,-10,-19,-47,16,0,4
-64,-6,-17,-47,8,0,4
-62,-2,-18,-47,58,123,4
-44,20,-16,-47,6,0,4
-37,26,-14,-47,16,0,4
-29,32,-15,-47,16,0,4
-21,37,-13,-47,16,0,4
-14,40,-14,-47,58,88,4
14,42,-12,-47,14,0,4
21,40,-10,-47,16,0,4
28,37,-11,-47,16,0,4
35,33,-9,-47,16,0,4
41,29,-10,-47,16,0,4
46,25,-8,-47,16,0,4
50,21,-9,-47,16,0,4
53,17,-7,-47,16,0,4
55,13,-8,-47,16,0,4
56,9,-6,-47,16,0,4
56,5,-7,-47,16,0,4
55,1,-5,-47,16,0,4
53,-3,-6,-47,16,0,4
50,-7,-4,-47,16,0,4
46,-11,-5,-47,16,0,4
41,-15,-3,-47,16,0,4
35,-19,-4,-47,16,0,4
28,-23,-2,-47,16,0,4
20,-27,-3,-47,16,14,4
12,-30,-1,-47,16,10,4
4,-32,-2,-47,16,0,4
-4,-33,0,-47,16,8,4
-12,-33,-1,-47,16,15,4
-20,-32,1,-47,16,1,4
-28,-30,0,-47,16,0,4
-36,-27,2,-47,16,0,4
-43,-24,1,-47,16,0,4
-49,-21,3,-47,16,0,4
-54,-18,2,-47,16,0,4
-58,-15,4,-47,16,0,4
-61,-12,3,-47,16,0,4
-63,-9,5,-47,16,0,4
-64,-6,4,-47,16,0,4
-64,-3,6,-47,16,0,4
-63,0,5,-47,16,0,4
-61,3,7,-47,16,0,4
-58,6,6,-47,16,0,4
-54,9,8,-47,16,0,4
-49,13,7,-47,8,0,4
-43,17,9,-47,16,0,4
-36,21,8,-47,16,0,4
-28,25,10,-47,16,0,4
-19,29,9,-47,16,0,4
-10,32,11,-47,16,0,4
-1,34,10,-47,16,0,4
8,35,12,-47,16,0,4
17,35,11,-47,16,0,4
26,34,13,-47,16,0,4
35,32,12,-47,16,0,4
43,30,14,-47,16,0,4
50,28,13,-47,16,0,4
56,27,15,-47,8,0,4
61,27,14,-47,8,0,4
65,27,16,-47,16,0,4
68,27,15,-47,16,0,4
70,27,17,-47,16,0,4
71,27,16,-47,16,0,4
72,27,18,-47,8,0,4
72,27,17,-47,16,0,4
71,27,19,-47,16,0,4
69,27,18,-47,16,0,4
66,27,20,-47,16,0,4
62,27,19,-47,16,0,4
57,27,21,-47,16,0,4
51,27,20,-47,16,0,4
44,27,22,-47,16,0,4
36,27,21,-47,16,0,4
27,27,23,-47,16,0,4
17,26,22,-47,16,0,4
7,24,24,-47,16,0,4
-3,21,23,-47,16,0,4
-13,17,25,-47,16,0,4
-23,12,24,-47,16,0,4
-32,7,26,-47,16,0,4
-40,2,25,-47,16,0,4
-47,-3,27,-47,16,0,4
-53,-8,26,-47,16,0,4
-58,-13,28,-47,16,0,4
-62,-18,27,-47,16,0,4
-65,-23,29,-47,16,0,4
-67,-28,28,-47,16,0,4
-68,-33,30,-47,16,0,4
-68,-38,29,-47,16,0,4
-67,-43,31,-47,16,0,4
-66,-47,30,-47,58,79,4
-53,-62,32,-47,14,0,4
-49,-64,34,-47,16,0,4
-45,-65,33,-47,16,0,4
-41,-65,35,-47,16,0,4
-37,-64,34,-47,16,0,4
-33,-62,36,-47,16,0,4
-28,-59,35,-47,8,0,4
-22,-55,37,-47,8,0,4
-16,-50,36,-47,16,0,4
-9,-44,38,-47,8,0,4
-2,-37,37,-47,16,0,4
5,-29,39,-47,16,0,4
12,-20,38,-47,58,136,4
30,10,41,-47,6,0,4
34,20,40,-47,16,0,4
37,30,42,-47,16,0,4
39,40,41,-47,16,0,4
41,49,43,-47,16,0,4
42,56,42,-47,58,72,4
45,71,45,-47,58,57,4
49,77,47,-47,4,0,4
50,76,46,-47,16,0,4
51,74,48,-47,16,0,4
52,71,47,-47,16,0,4
53,67,48,-47,16,0,4
54,62,47,-46,16,0,4
55,56,47,-47,16,0,4
56,49,47,-45,16,0,4
56,42,47,-46,16,0,4
55,35,47,-44,16,0,4
53,28,47,-45,16,0,4
50,21,47,-43,16,0,4
47,13,47,-44,58,118,4
25,-19,47,-42,58,137,4
0,-39,47,-39,58,128,4
-36,-49,47,-37,2,0,4
-45,-49,47,-38,16,0,4
-54,-48,47,-36,16,0,4
-62,-47,47,-37,16,0,4
-69,-46,47,-35,16,0,4
-75,-45,47,-36,16,0,4
-80,-44,47,-34,16,0,4
-84,-43,47,-35,16,0,4
-87,-42,47,-33,16,0,4
-89,-41,47,-34,16,0,4
-90,-40,47,-32,16,0,4
-90,-39,47,-33,16,0,4
-89,-38,47,-31,16,0,4
-87,-37,47,-32,16,0,4
-84,-36,47,-30,16,0,4
-80,-35,47,-31,16,0,4
-75,-34,47,-29,16,0,4
-69,-33,47,-30,16,0,4
-62,-32,47,-28,16,0,4
-54,-31,47,-29,16,0,4
-45,-30,47,-27,16,0,4
-36,-28,47,-28,58,92,4
18,-13,47,-24,14,0,4
28,-9,47,-25,16,15,4
37,-5,47,-23,16,0,4
45,-1,47,-24,16,18,4
