from_x,from_y,to_x,to_y,param1,param2,param3
28,9,-47,-26,8,0,4
23,11,-47,-33,8,0,4
18,14,-47,-41,8,0,4
13,17,-47,-50,8,0,4
9,20,-48,-59,8,0,4
5,22,-50,-68,16,0,4
1,23,-53,-77,16,0,4
-3,23,-57,-86,16,0,4
-7,22,-62,-95,16,0,4
-11,20,-66,-102,16,0,4
-15,17,-70,-108,16,0,4
-19,13,-74,-113,16,0,4
-22,9,-78,-117,16,0,4
-24,5,-82,-120,16,0,4
-25,1,-86,-122,16,0,4
-25,-3,-90,-123,16,0,4
-24,-7,-94,-123,16,0,4
-22,-11,-98,-122,16,0,4
-19,-15,-102,-120,16,0,4
-15,-19,-108,-119,16,0,4
-11,-22,-113,-116,16,0,4
-7,-24,-118,-112,16,0,4
-3,-25,-122,-108,16,0,4
1,-25,-125,-104,16,0,4
5,-24,-127,-100,16,0,4
9,-22,-128,-96,16,0,4
13,-19,-128,-92,16,0,4
17,-15,-127,-88,16,0,4
20,-11,-127,-86,16,0,4
22,-7,-127,-85,16,0,4
23,-3,-127,-85,16,0,4
23,1,-127,-86,16,0,4
22,5,-127,-88,16,0,4
20,9,-127,-91,16,0,4
17,13,-127,-95,16,0,4
13,17,-127,-100,16,0,4
9,20,-125,-104,16,0,4
5,22,-122,-108,16,0,4
1,23,-118,-112,16,0,4
-3,23,-115,-118,16,0,4
-7,22,-111,-122,16,0,4
-11,20,-107,-125,16,0,4
-15,17,-103,-127,16,0,4
-19,13,-99,-128,16,0,4
-22,9,-95,-128,16,0,4
-24,5,-91,-127,16,0,4
-25,1,-89,-127,16,0,4
-25,-3,-88,-127,16,0,4
-24,-7,-88,-127,16,0,4
-22,-11,-89,-127,16,0,4
-19,-15,-91,-127,16,0,4
-15,-19,-94,-127,16,0,4
-11,-22,-98,-127,16,0,4
-7,-24,-103,-127,16,0,4
-3,-25,-107,-125,16,0,4
1,-25,-111,-122,16,0,4
5,-24,-115,-118,16,0,4
9,-22,-119,-113,16,0,4
13,-19,-122,-108,16,0,4
17,-15,-124,-103,16,0,4
20,-11,-127,-100,16,0,4
22,-7,-128,-96,16,0,4
23,-3,-128,-92,16,0,4
23,1,-127,-88,16,0,4
22,5,-127,-86,16,0,4
20,9,-127,-85,16,0,4
17,13,-127,-85,16,0,4
13,17,-127,-86,16,0,4
9,20,-127,-88,16,0,4
5,22,-127,-91,16,0,4
1,23,-127,-95,16,0,4
-3,23,-127,-100,58,49,4
-15,17,-118,-112,6,0,4
-19,13,-115,-118,16,0,4
-22,9,-111,-122,16,0,4
-24,5,-107,-125,16,0,4
-25,1,-103,-127,16,0,4
-25,-3,-99,-128,16,0,4
-24,-7,-95,-128,16,0,4
-22,-11,-91,-127,16,0,4
-19,-15,-89,-127,16,0,4
-15,-19,-88,-127,16,0,4
-11,-22,-88,-127,16,0,4
-7,-24,-89,-127,16,0,4
-3,-25,-91,-127,16,0,4
1,-25,-94,-127,16,0,4
4,-25,-98,-127,58,73,4
17,-15,-115,-118,6,0,4
20,-11,-119,-113,16,0,4
22,-7,-122,-108,16,0,4
23,-3,-124,-103,16,0,4
23,1,-127,-100,16,0,4
22,5,-128,-96,16,0,4
20,9,-128,-92,16,0,4
17,13,-127,-88,16,0,4
13,17,-127,-86,16,0,4
9,20,-127,-85,16,0,4
5,22,-127,-85,16,0,4
1,23,-127,-86,16,0,4
-3,23,-127,-88,16,0,4
-7,22,-127,-91,16,0,4
-11,20,-127,-95,58,56,4
-22,9,-122,-108,6,0,4
-24,5,-118,-112,16,0,4
-25,1,-115,-118,16,0,4
-25,-3,-111,-122,16,0,4
-24,-7,-107,-125,16,0,4
-22,-11,-103,-127,16,0,4
-19,-15,-99,-128,16,0,4
-15,-19,-95,-128,16,0,4
-11,-22,-91,-127,16,0,4
-7,-24,-89,-127,16,0,4
-3,-25,-88,-127,16,0,4
1,-25,-88,-127,16,0,4
5,-24,-89,-127,16,0,4
9,-22,-91,-127,16,0,4
13,-19,-94,-127,58,64,4
22,-7,-107,-125,6,0,4
23,-3,-111,-122,16,0,4
23,1,-115,-118,16,0,4
22,5,-119,-113,16,0,4
20,9,-122,-108,16,0,4
17,13,-124,-103,16,0,4
13,17,-127,-100,16,0,4
9,20,-128,-96,16,0,4
5,22,-128,-92,16,0,4
1,23,-127,-88,16,0,4
-3,23,-127,-86,16,0,4
-7,22,-127,-85,16,0,4
-11,20,-127,-85,16,0,4
-15,17,-127,-86,16,0,4
-19,13,-127,-88,16,0,4
-22,9,-127,-91,16,0,4
-24,5,-127,-95,16,0,4
-25,1,-127,-100,58,70,4
-22,-11,-118,-112,6,0,4
-19,-15,-115,-118,16,0,4
-15,-19,-111,-122,16,0,4
-11,-22,-107,-125,16,0,4
-7,-24,-103,-127,16,0,4
-3,-25,-99,-128,16,0,4
1,-25,-95,-128,16,0,4
5,-24,-91,-127,16,0,4
9,-22,-89,-127,16,0,4
13,-19,-88,-127,16,0,4
17,-15,-88,-127,16,0,4
20,-11,-89,-127,16,0,4
22,-7,-91,-127,16,0,4
23,-3,-94,-127,16,0,4
23,1,-98,-127,16,0,4
22,5,-103,-127,16,0,4
20,9,-107,-125,16,0,4
17,13,-111,-122,16,0,4
13,17,-115,-118,16,0,4
9,20,-119,-113,16,0,4
5,22,-122,-108,16,0,4
1,23,-124,-103,58,47,4
-11,20,-128,-92,6,0,4
-15,17,-127,-88,16,0,4
-19,13,-127,-86,16,0,4
-22,9,-127,-85,16,0,4
-24,5,-127,-85,16,0,4
-25,1,-127,-86,16,0,4
-25,-3,-127,-88,16,0,4
-24,-7,-127,-91,16,0,4
-22,-11,-127,-95,16,0,4
-19,-15,-127,-100,16,0,4
-15,-19,-125,-104,16,0,4
-11,-22,-122,-108,16,0,4
-7,-24,-118,-112,16,0,4
-3,-25,-115,-118,16,0,4
1,-25,-111,-122,16,0,4
5,-24,-107,-125,16,0,4
9,-22,-103,-127,16,0,4
13,-19,-99,-128,16,0,4
17,-15,-95,-128,58,59,4
23,-3,-88,-127,6,0,4
23,1,-88,-127,16,0,4
22,5,-89,-127,16,0,4
20,9,-91,-127,16,0,4
17,13,-94,-127,16,0,4
13,17,-98,-127,16,0,4
9,20,-103,-127,16,0,4
5,22,-107,-125,16,0,4
1,23,-111,-122,16,0,4
-3,23,-115,-118,16,0,4
-7,22,-119,-113,16,0,4
-11,20,-122,-108,16,0,4
-15,17,-124,-103,16,0,4
-19,13,-127,-100,16,0,4
-22,9,-128,-96,58,66,4
-25,-3,-127,-86,6,0,4
-24,-7,-127,-85,16,0,4
-22,-11,-127,-85,16,0,4
-19,-15,-127,-86,16,0,4
-15,-19,-127,-88,16,0,4
-11,-22,-127,-91,16,0,4
-7,-24,-127,-95,16,0,4
-3,-25,-127,-100,16,0,4
1,-25,-125,-104,16,0,4
5,-24,-122,-108,16,0,4
9,-22,-118,-112,16,0,4
13,-19,-115,-118,16,0,4
17,-15,-111,-122,16,0,4
20,-11,-107,-125,16,0,4
22,-7,-103,-127,16,0,4
23,-3,-99,-128,16,0,4
23,1,-95,-128,16,0,4
22,5,-91,-127,16,0,4
20,9,-89,-127,16,0,4
17,13,-88,-127,16,0,4
13,17,-88,-127,16,0,4
9,20,-89,-127,16,0,4
5,22,-91,-127,16,0,4
1,23,-94,-127,16,0,4
-3,23,-98,-127,16,0,4
-7,22,-103,-127,16,0,4
-11,20,-107,-125,16,0,4
-15,17,-111,-122,16,0,4
-19,13,-115,-118,16,0,4
-22,9,-119,-113,16,0,4
-24,5,-122,-108,16,0,4
-25,1,-124,-103,16,0,4
-25,-3,-127,-100,16,0,4
-24,-7,-128,-96,16,0,4
-22,-11,-128,-92,16,0,4
-19,-15,-127,-88,16,0,4
-15,-19,-127,-86,16,0,4
-11,-22,-127,-85,16,0,4
-7,-24,-127,-85,16,0,4
-3,-25,-127,-86,16,0,4
1,-25,-127,-88,16,0,4
5,-24,-127,-91,16,0,4
9,-22,-127,-95,16,0,4
46,31,-47,-30,8,0,4
43,32,-47,-28,16,0,4
39,33,-47,-25,16,0,4
34,35,-47,-21,8,0,4
29,36,-47,-16,16,0,4
24,37,-47,-10,8,0,4
19,38,-47,-3,8,0,4
14,38,-45,3,16,0,4
9,37,-42,9,16,0,4
4,35,-38,15,16,0,4
-1,32,-33,21,16,0,4
-7,27,-27,27,58,155,4
-28,0,1,41,14,0,4
-31,-7,8,42,16,0,4
-33,-14,15,42,16,0,4
-33,-21,22,41,8,0,4
-32,-28,29,39,16,0,4
-30,-35,36,36,16,0,4
-27,-41,42,32,8,0,4
-24,-46,47,28,16,0,4
-22,-49,51,24,58,102,4
-14,-54,57,8,6,0,4
-13,-53,56,4,8,0,4
-12,-51,54,0,16,0,4
-11,-48,51,-4,16,0,4
-11,-44,47,-8,8,0,4
-11,-39,42,-12,16,0,4
-12,-33,36,-16,8,0,4
-13,-26,29,-20,16,0,4
-15,-18,21,-24,8,0,4
-17,-9,13,-27,16,0,4
-18,0,5,-29,16,1,4
-18,9,-3,-30,16,0,4
-17,18,-11,-30,16,0,4
-16,26,-19,-29,16,0,4
-15,33,-27,-27,16,0,4
-14,39,-34,-24,16,0,4
-13,44,-40,-21,16,0,4
-12,48,-45,-18,16,0,4
-11,51,-49,-15,16,0,4
-10,53,-52,-12,16,0,4
-9,54,-54,-9,16,0,4
-8,54,-55,-6,16,0,4
-7,53,-55,-3,16,0,4
-6,52,-54,0,8,0,4
-6,49,-52,3,58,129,4
-12,21,-19,21,58,168,4
-4,-47,3,47,8,0,4
-5,-45,5,43,16,0,4
-7,-42,8,37,8,0,4
-9,-38,12,29,16,0,4
-11,-33,17,19,16,0,4
-13,-27,22,7,16,12,4
-15,-20,27,-6,16,0,4
-17,-12,30,-18,16,0,4
-18,-4,32,-30,16,0,4
-18,4,33,-42,16,0,4
-17,12,34,-53,16,0,4
-15,20,35,-63,16,0,4
-13,27,36,-72,16,0,4
-11,33,37,-80,16,0,4
-9,38,38,-87,16,0,4
-7,42,39,-93,16,0,4
-5,45,40,-98,16,0,4
-3,47,41,-102,16,0,4
-1,48,42,-105,16,0,4
1,48,43,-107,16,0,4
3,47,44,-108,16,0,4
5,45,45,-108,16,0,4
7,42,46,-107,16,0,4
9,38,47,-105,16,0,4
11,33,48,-102,16,0,4
13,27,49,-98,16,0,4
15,20,50,-93,16,0,4
17,12,51,-87,16,0,4
18,4,52,-80,16,0,4
18,-4,53,-72,16,0,4
17,-12,54,-63,16,0,4
15,-20,55,-53,16,0,4
13,-27,55,-43,16,0,4
11,-33,54,-33,16,6,4
9,-38,52,-23,16,0,4
7,-42,49,-13,16,0,4
5,-45,45,-3,16,3,4
3,-47,40,7,16,0,4
1,-48,34,17,16,0,4
-1,-48,27,27,16,0,4
-3,-47,19,36,16,0,4
-5,-45,11,44,16,0,4
-7,-42,3,51,16,0,4
-9,-38,-5,57,16,0,4
-11,-33,-13,62,16,0,4
-13,-27,-21,66,16,0,4
-15,-20,-29,69,16,0,4
-17,-12,-37,71,16,0,4
-18,-4,-45,72,16,0,4
-18,4,-53,72,16,0,4
-17,12,-61,71,16,0,4
-15,20,-69,69,16,0,4
-13,27,-76,66,16,0,4
-11,33,-82,63,16,0,4
-9,38,-87,60,16,0,4
-7,42,-91,57,16,0,4
-5,45,-94,54,16,0,4
-3,47,-96,51,16,0,4
-1,48,-97,48,16,0,4
1,48,-97,45,16,0,4
3,47,-96,42,16,0,4
5,45,-94,39,16,0,4
7,42,-91,36,16,0,4
9,38,-87,33,16,0,4
11,33,-82,30,16,0,4
13,27,-76,27,16,0,4
15,20,-69,24,16,0,4
17,12,-61,21,16,0,4
18,4,-52,18,16,0,4
18,-4,-42,15,16,0,4
17,-12,-31,12,16,0,4
15,-20,-19,9,16,1,4
13,-27,-6,6,16,0,4
28,-46,-27,47,8,0,4
29,-43,-29,47,16,0,4
30,-39,-32,47,16,0,4
31,-34,-36,47,16,0,4
32,-28,-41,47,16,0,4
32,-22,-47,47,16,0,4
31,-16,-53,47,16,0,4
29,-9,-59,48,8,0,4
26,-2,-65,50,16,0,4
22,5,-71,53,16,0,4
18,13,-77,57,8,0,4
13,22,-83,62,8,0,4
8,31,-89,68,8,0,4
3,39,-95,75,16,0,4
-2,46,-99,81,16,0,4
-7,52,-102,87,16,0,4
-12,57,-104,93,16,0,4
-17,61,-105,99,16,0,4
-22,64,-107,107,16,0,4
-27,66,-107,113,16,0,4
-32,67,-107,118,16,0,4
-37,67,-107,122,16,0,4
-42,66,-107,125,16,0,4
-47,64,-107,127,16,0,4
-52,61,-107,128,16,0,4
-57,57,-107,128,16,0,4
-61,52,-107,127,16,0,4
-64,47,-109,127,16,0,4
-66,42,-112,127,16,0,4
-67,37,-116,127,16,0,4
-67,32,-119,125,16,0,4
-66,27,-122,122,16,0,4
-64,22,-124,118,16,0,4
-61,17,-127,116,16,0,4
-57,12,-128,113,16,0,4
-52,7,-128,110,16,0,4
-46,2,-127,107,16,0,4
-39,-3,-127,106,16,0,4
-31,-8,-127,106,16,0,4
-22,-13,-127,107,16,0,4
-12,-18,-127,109,16,0,4
-2,-22,-127,112,16,0,4
8,-25,-127,116,16,0,4
18,-27,-125,119,16,0,4
28,-28,-122,122,16,0,4
37,-28,-118,124,16,0,4
45,-28,-116,127,16,0,4
52,-28,-113,128,16,0,4
58,-28,-110,128,16,0,4
63,-28,-107,127,16,0,4
67,-28,-106,127,16,0,4
70,-28,-106,127,16,0,4
72,-28,-107,127,16,0,4
73,-28,-109,127,16,0,4
73,-28,-112,127,16,0,4
72,-28,-116,127,16,0,4
70,-28,-119,125,16,0,4
67,-28,-122,122,16,0,4
63,-28,-124,118,16,0,4
58,-28,-127,116,16,0,4
52,-28,-128,113,16,0,4
45,-28,-128,110,16,0,4
37,-28,-127,107,16,0,4
28,-28,-127,106,16,0,4
18,-27,-127,106,16,0,4
8,-25,-127,107,16,0,4
-2,-22,-127,109,16,0,4
-12,-18,-127,112,16,0,4
-22,-13,-127,116,16,0,4
-31,-8,-125,119,16,0,4
-39,-3,-122,122,16,0,4
-46,2,-118,124,16,0,4
-52,7,-116,127,16,0,4
-57,12,-113,128,16,0,4
-61,17,-110,128,16,0,4
-64,22,-107,127,16,0,4
-66,27,-106,127,16,0,4
-67,32,-106,127,16,0,4
-67,37,-107,127,16,0,4
-66,42,-109,127,16,0,4
-64,47,-112,127,16,0,4
-61,52,-116,127,16,0,4
-57,57,-119,125,16,0,4
-52,61,-122,122,16,0,4
-47,64,-124,118,16,0,4
-42,66,-127,116,16,0,4
-37,67,-128,113,16,0,4
-32,67,-128,110,16,0,4
-27,66,-127,107,16,0,4
-22,64,-127,106,16,0,4
-17,61,-127,106,16,0,4
-12,57,-127,107,16,0,4
-7,52,-127,109,16,0,4
-2,46,-127,112,16,0,4
3,39,-127,116,16,0,4
8,31,-125,119,16,0,4
13,22,-122,122,16,0,4
18,12,-118,124,16,0,4
22,2,-116,127,16,0,4
25,-8,-113,128,16,0,4
27,-18,-110,128,16,0,4
28,-28,-107,127,16,0,4
28,-37,-106,127,16,0,4
28,-45,-106,127,16,0,4
28,-52,-107,127,16,0,4
28,-58,-109,127,16,0,4
28,-63,-112,127,16,0,4
28,-67,-116,127,16,0,4
28,-70,-119,125,16,0,4
28,-72,-122,122,16,0,4
28,-73,-124,118,16,0,4
28,-73,-127,116,16,0,4
28,-72,-128,113,16,0,4
28,-70,-128,110,16,0,4
28,-67,-127,107,16,0,4
28,-63,-127,106,16,0,4
28,-58,-127,106,16,0,4
28,-52,-127,107,16,0,4
28,-45,-127,109,16,0,4
28,-37,-127,112,16,0,4
28,-28,-127,116,16,0,4
27,-18,-125,119,16,0,4
25,-8,-122,122,16,0,4
22,2,-118,124,16,0,4
18,12,-116,127,16,0,4
13,22,-113,128,16,0,4
8,31,-110,128,16,0,4
3,39,-107,127,16,0,4
-2,46,-106,127,16,0,4
-7,52,-106,127,16,0,4
-12,57,-107,127,16,0,4
-17,61,-109,127,16,0,4
-22,64,-112,127,16,0,4
-27,66,-116,127,16,0,4
-32,67,-119,125,16,0,4
-37,67,-122,122,16,0,4
-42,66,-124,118,16,0,4
-47,64,-127,116,16,0,4
-52,61,-128,113,16,0,4
-57,57,-128,110,16,0,4
-61,52,-127,107,16,0,4
-64,47,-127,106,16,0,4
-66,42,-127,106,16,0,4
-67,37,-127,107,16,0,4
-67,32,-127,109,16,0,4
-66,27,-127,112,16,0,4
-64,22,-127,116,16,0,4
-61,17,-125,119,16,0,4
-57,12,-122,122,16,0,4
-52,7,-118,124,16,0,4
-46,2,-116,127,16,0,4
-39,-3,-113,128,16,0,4
-31,-8,-110,128,16,0,4
-22,-13,-107,127,16,0,4
-12,-18,-106,127,16,0,4
-2,-22,-106,127,16,0,4
8,-25,-107,127,16,0,4
18,-27,-109,127,16,0,4
28,-28,-112,127,16,0,4
37,-28,-116,127,16,0,4
45,-28,-119,125,16,0,4
52,-28,-122,122,16,0,4
58,-28,-124,118,16,0,4
63,-28,-127,116,16,0,4
67,-28,-128,113,16,0,4
70,-28,-128,110,16,0,4
72,-28,-127,107,16,0,4
73,-28,-127,106,16,0,4
73,-28,-127,106,16,0,4
72,-28,-127,107,16,0,4
70,-28,-127,109,16,0,4
67,-28,-127,112,16,0,4
63,-28,-127,116,16,0,4
58,-28,-125,119,16,0,4
52,-28,-122,122,16,0,4
45,-28,-118,124,16,0,4
37,-28,-116,127,16,0,4
28,-28,-113,128,16,0,4
18,-27,-110,128,16,0,4
8,-25,-107,127,16,0,4
-2,-22,-106,127,16,0,4
-12,-18,-106,127,16,0,4
-22,-13,-107,127,16,0,4
-31,-8,-109,127,16,0,4
-39,-3,-112,127,16,0,4
-46,2,-116,127,16,0,4
-52,7,-119,125,16,0,4
-57,12,-122,122,16,0,4
-61,17,-124,118,16,0,4
-64,22,-127,116,16,0,4
-66,27,-128,113,16,0,4
-67,32,-128,110,16,0,4
-67,37,-127,107,16,0,4
-66,42,-127,106,16,0,4
-64,47,-127,106,16,0,4
-61,52,-127,107,16,0,4
-57,57,-127,109,16,0,4
-52,61,-127,112,16,0,4
-47,64,-127,116,16,0,4
-42,66,-125,119,16,0,4
-37,67,-122,122,16,0,4
-32,67,-118,124,16,0,4
-27,66,-116,127,16,0,4
-22,64,-113,128,16,0,4
-17,61,-110,128,16,0,4
-12,57,-107,127,16,0,4
-7,52,-106,127,16,0,4
-2,46,-106,127,16,0,4
3,39,-107,127,16,0,4
8,31,-109,127,16,0,4
13,22,-112,127,16,0,4
18,12,-116,127,16,0,4
22,2,-119,125,16,0,4
25,-8,-122,122,16,0,4
27,-18,-124,118,16,0,4
28,-28,-127,116,16,0,4
28,-37,-128,113,16,0,4
28,-45,-128,110,16,0,4
28,-52,-127,107,16,0,4
28,-58,-127,106,16,0,4
28,-63,-127,106,16,0,4
28,-67,-127,107,16,0,4
28,-70,-127,109,16,0,4
28,-72,-127,112,16,0,4
28,-73,-127,116,16,0,4
28,-73,-125,119,16,0,4
28,-72,-122,122,16,0,4
28,-70,-118,124,16,0,4
28,-67,-116,127,16,0,4
28,-63,-113,128,16,0,4
28,-58,-110,128,16,0,4
28,-52,-107,127,16,0,4
28,-45,-106,127,16,0,4
28,-37,-106,127,16,0,4
28,-28,-107,127,16,0,4
27,-18,-109,127,16,0,4
25,-8,-112,127,16,0,4
22,2,-116,127,16,0,4
18,12,-119,125,16,0,4
13,22,-122,122,16,0,4
8,31,-124,118,16,0,4
3,39,-127,116,16,0,4
-2,46,-128,113,16,0,4
-7,52,-128,110,16,0,4
-12,57,-127,107,16,0,4
-17,61,-127,106,16,0,4
-22,64,-127,106,16,0,4
-27,66,-127,107,16,0,4
-32,67,-127,109,16,0,4
-37,67,-127,112,16,0,4
-42,66,-127,116,16,0,4
-47,64,-125,119,16,0,4
-52,61,-122,122,16,0,4
-57,57,-118,124,16,0,4
-61,52,-116,127,16,0,4
-64,47,-113,128,16,0,4
47,-14,-47,14,16,0,4
45,-14,-47,16,16,0,4
42,-14,-47,19,16,0,4
38,-14,-47,23,16,0,4
33,-14,-47,28,16,0,4
27,-14,-47,34,16,0,4
20,-15,-47,41,8,0,4
12,-17,-47,49,8,0,4
4,-18,-48,57,16,0,4
-4,-18,-50,65,16,0,4
-12,-17,-53,73,16,0,4
-20,-15,-57,81,16,0,4
-27,-13,-62,89,16,0,4
-33,-11,-68,97,16,0,4
-38,-9,-73,103,16,0,4
-42,-7,-78,108,16,0,4
-45,-5,-83,112,16,0,4
-47,-3,-88,115,16,0,4
-48,-1,-93,117,16,0,4
-48,1,-98,118,16,0,4
-47,3,-103,118,16,0,4
-45,5,-108,117,16,0,4
-42,7,-113,115,16,0,4
-38,9,-118,112,16,0,4
-33,11,-122,109,16,0,4
-27,13,-125,106,16,0,4
-20,15,-127,103,16,0,4
-12,17,-128,100,16,0,4
-4,18,-128,97,16,0,4
4,18,-127,94,16,0,4
12,17,-127,93,16,0,4
20,15,-127,93,16,0,4
27,13,-127,94,16,0,4
33,11,-127,96,16,0,4
38,9,-127,99,16,0,4
42,7,-127,103,16,0,4
45,5,-127,108,16,0,4
47,3,-125,112,16,0,4
48,1,-122,116,16,0,4
48,-1,-118,120,16,0,4
47,-3,-114,123,16,0,4
45,-5,-110,125,16,0,4
42,-7,-106,126,16,0,4
38,-9,-104,128,16,0,4
33,-11,-101,128,16,0,4
27,-13,-98,127,16,0,4
20,-15,-97,127,16,0,4
12,-17,-97,127,16,0,4
4,-18,-98,127,16,0,4
-4,-18,-100,127,16,0,4
-12,-17,-103,127,16,0,4
-20,-15,-107,127,16,0,4
-27,-13,-110,125,16,0,4
-33,-11,-113,122,16,0,4
-38,-9,-118,120,16,0,4
-42,-7,-122,116,16,0,4
-45,-5,-125,112,16,0,4
-47,-3,-127,108,16,0,4
-48,-1,-128,104,16,0,4
-48,1,-128,100,16,0,4
-47,3,-127,96,16,0,4
-45,5,-127,94,16,0,4
-42,7,-127,93,58,85,4
-27,13,-127,96,6,0,4
-20,15,-127,99,16,0,4
-12,17,-127,103,16,0,4
-4,18,-127,108,16,0,4
4,18,-125,112,16,0,4
12,17,-122,116,16,0,4
20,15,-118,120,16,0,4
27,13,-114,123,16,0,4
33,11,-110,125,16,0,4
38,9,-106,126,16,0,4
42,7,-104,128,16,0,4
45,5,-101,128,16,0,4
47,3,-98,127,16,0,4
48,1,-97,127,16,0,4
48,-1,-97,127,16,0,4
47,-3,-98,127,16,0,4
45,-5,-100,127,16,0,4
42,-7,-103,127,16,0,4
38,-9,-107,127,16,0,4
33,-11,-110,125,16,0,4
27,-13,-113,122,16,0,4
20,-15,-118,120,16,0,4
12,-17,-122,116,58,39,4
-12,-17,-128,104,6,0,4
-20,-15,-128,100,16,0,4
-27,-13,-127,96,16,0,4
-33,-11,-127,94,16,0,4
-38,-9,-127,93,16,0,4
-42,-7,-127,93,16,0,4
-45,-5,-127,94,16,0,4
-47,-3,-127,96,16,0,4
-48,-1,-127,99,16,0,4
-48,1,-127,103,16,0,4
-47,3,-127,108,16,0,4
-45,5,-125,112,16,0,4
-42,7,-122,116,16,0,4
-38,9,-118,120,16,0,4
-33,11,-114,123,16,0,4
-27,13,-110,125,16,0,4
-20,15,-106,126,16,0,4
-12,17,-104,128,16,0,4
-4,18,-101,128,16,0,4
4,18,-98,127,16,0,4
12,17,-97,127,58,62,4
33,11,-100,127,6,0,4
38,9,-103,127,16,0,4
42,7,-107,127,16,0,4
45,5,-110,125,16,0,4
47,3,-113,122,16,0,4
48,1,-118,120,16,0,4
48,-1,-122,116,16,0,4
47,-3,-125,112,16,0,4
45,-5,-127,108,16,0,4
42,-7,-128,104,16,0,4
38,-9,-128,100,16,0,4
33,-11,-127,96,16,0,4
27,-13,-127,94,16,0,4
20,-15,-127,93,16,0,4
12,-17,-127,93,16,0,4
4,-18,-127,94,16,0,4
-4,-18,-127,96,16,0,4
-12,-17,-127,99,58,56,4
-33,-11,-125,112,6,0,4
-38,-9,-122,116,16,0,4
-42,-7,-118,120,16,0,4
-45,-5,-114,123,16,0,4
-47,-3,-110,125,16,0,4
-48,-1,-106,126,16,0,4
-48,1,-104,128,16,0,4
-47,3,-101,128,16,0,4
-45,5,-98,127,16,0,4
-42,7,-97,127,16,0,4
-38,9,-97,127,16,0,4
-33,11,-98,127,16,0,4
-27,13,-100,127,16,0,4
-20,15,-103,127,16,0,4
-12,17,-107,127,16,0,4
-4,18,-110,125,58,65,4
20,15,-122,116,6,0,4
27,13,-125,112,16,0,4
33,11,-127,108,16,0,4
38,9,-128,104,16,0,4
42,7,-128,100,16,0,4
45,5,-127,96,16,0,4
47,3,-127,94,16,0,4
48,1,-127,93,16,0,4
48,-1,-127,93,16,0,4
47,-3,-127,94,16,0,4
45,-5,-127,96,16,0,4
42,-7,-127,99,16,0,4
38,-9,-127,103,16,0,4
33,-11,-127,108,16,0,4
27,-13,-125,112,16,0,4
20,-15,-122,116,16,0,4
12,-17,-118,120,16,0,4
4,-18,-114,123,16,0,4
-4,-18,-110,125,16,0,4
-12,-17,-106,126,16,0,4
-20,-15,-104,128,16,0,4
-27,-13,-101,128,16,0,4
-33,-11,-98,127,16,0,4
-38,-9,-97,127,16,0,4
-42,-7,-97,127,16,0,4
-45,-5,-98,127,16,0,4
-47,-3,-100,127,16,0,4
-48,-1,-103,127,16,0,4
-48,1,-107,127,16,0,4
-47,3,-110,125,16,0,4
-45,5,-113,122,16,0,4
-42,7,-118,120,16,0,4
-38,9,-122,116,16,0,4
-33,11,-125,112,16,0,4
-27,13,-127,108,16,0,4
-20,15,-128,104,16,0,4
-12,17,-128,100,16,0,4
-4,18,-127,96,16,0,4
4,18,-127,94,16,0,4
12,17,-127,93,16,0,4
20,15,-127,93,16,0,4
27,13,-127,94,16,0,4
33,11,-127,96,16,0,4
38,9,-127,99,16,0,4
42,7,-127,103,16,0,4
45,5,-127,108,16,0,4
47,3,-125,112,16,0,4
48,1,-122,116,16,0,4
48,-1,-118,120,16,0,4
47,-3,-114,123,16,0,4
45,-5,-110,125,16,0,4
42,-7,-106,126,16,0,4
38,-9,-104,128,16,0,4
33,-11,-101,128,16,0,4
27,-13,-98,127,16,0,4
20,-15,-97,127,16,0,4
12,-17,-97,127,16,0,4
4,-18,-98,127,16,0,4
-4,-18,-100,127,16,0,4
-12,-17,-103,127,16,0,4
-20,-15,-107,127,16,0,4
-27,-13,-110,125,16,0,4
-33,-11,-113,122,16,0,4
-38,-9,-118,120,16,0,4
-42,-7,-122,116,16,0,4
-45,-5,-125,112,16,0,4
-47,-3,-127,108,16,0,4
-48,-1,-128,104,16,0,4
-48,1,-128,100,16,0,4
-47,3,-127,96,16,0,4
-45,5,-127,94,16,0,4
-42,7,-127,93,58,85,4
-27,13,-127,96,6,0,4
-20,15,-127,99,16,0,4
-12,17,-127,103,16,0,4
-4,18,-127,108,16,0,4
4,18,-125,112,16,0,4
12,17,-122,116,16,0,4
20,15,-118,120,16,0,4
27,13,-114,123,16,0,4
33,11,-110,125,16,0,4
38,9,-106,126,16,0,4
42,7,-104,128,16,0,4
45,5,-101,128,16,0,4
47,3,-98,127,16,0,4
48,1,-97,127,16,0,4
48,-1,-97,127,16,0,4
47,-3,-98,127,16,0,4
45,-5,-100,127,16,0,4
42,-7,-103,127,16,0,4
38,-9,-107,127,16,0,4
33,-11,-110,125,16,0,4
27,-13,-113,122,16,0,4
20,-15,-118,120,16,0,4
12,-17,-122,116,58,39,4
-12,-17,-128,104,6,0,4
-20,-15,-128,100,16,0,4
-27,-13,-127,96,16,0,4
-33,-11,-127,94,16,0,4
-38,-9,-127,93,16,0,4
-42,-7,-127,93,16,0,4
47,11,-47,-11,16,0,4
45,11,-47,-13,16,0,4
42,11,-47,-14,16,0,4
38,11,-45,-15,16,0,4
33,11,-40,-16,16,0,4
27,12,-35,-17,8,0,4
